sensor_id,zone,type,reading,unit,state,assessment,timestamp
KAGGLE-00072-M,Kaggle- rice       -72,MOISTURE,0.265,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00071-P,Kaggle- rice       -71,PH,6.88,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00071-T,Kaggle- rice       -71,TEMPERATURE,25.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00071-M,Kaggle- rice       -71,MOISTURE,0.188,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00073-M,Kaggle- rice       -73,MOISTURE,0.285,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00072-P,Kaggle- rice       -72,PH,7.3,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00072-T,Kaggle- rice       -72,TEMPERATURE,22.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00074-T,Kaggle- rice       -74,TEMPERATURE,21.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00074-M,Kaggle- rice       -74,MOISTURE,0.27,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00073-T,Kaggle- rice       -73,TEMPERATURE,24.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00073-P,Kaggle- rice       -73,PH,6.59,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00074-P,Kaggle- rice       -74,PH,7.28,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00075-P,Kaggle- rice       -75,PH,7.02,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00076-P,Kaggle- rice       -76,PH,6.94,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00076-T,Kaggle- rice       -76,TEMPERATURE,22.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00075-M,Kaggle- rice       -75,MOISTURE,0.127,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00075-T,Kaggle- rice       -75,TEMPERATURE,26.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00076-M,Kaggle- rice       -76,MOISTURE,0.217,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00077-P,Kaggle- rice       -77,PH,7.87,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00077-T,Kaggle- rice       -77,TEMPERATURE,26.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00078-T,Kaggle- rice       -78,TEMPERATURE,24.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00080-T,Kaggle- rice       -80,TEMPERATURE,22.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00079-P,Kaggle- rice       -79,PH,6.14,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00079-M,Kaggle- rice       -79,MOISTURE,0.296,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00081-P,Kaggle- rice       -81,PH,5.71,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00081-T,Kaggle- rice       -81,TEMPERATURE,26.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00083-T,Kaggle- rice       -83,TEMPERATURE,26.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00080-P,Kaggle- rice       -80,PH,7.52,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00078-M,Kaggle- rice       -78,MOISTURE,0.165,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00083-P,Kaggle- rice       -83,PH,6.35,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00086-T,Kaggle- rice       -86,TEMPERATURE,22.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00077-M,Kaggle- rice       -77,MOISTURE,0.118,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00088-T,Kaggle- rice       -88,TEMPERATURE,25.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00078-P,Kaggle- rice       -78,PH,5.01,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00081-M,Kaggle- rice       -81,MOISTURE,0.197,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00079-T,Kaggle- rice       -79,TEMPERATURE,26.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00083-M,Kaggle- rice       -83,MOISTURE,0.288,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00082-P,Kaggle- rice       -82,PH,5.76,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00082-T,Kaggle- rice       -82,TEMPERATURE,25.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00084-T,Kaggle- rice       -84,TEMPERATURE,26.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00084-M,Kaggle- rice       -84,MOISTURE,0.167,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00080-M,Kaggle- rice       -80,MOISTURE,0.256,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00084-P,Kaggle- rice       -84,PH,6.0,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00085-M,Kaggle- rice       -85,MOISTURE,0.126,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00086-M,Kaggle- rice       -86,MOISTURE,0.283,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00085-P,Kaggle- rice       -85,PH,5.45,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00087-T,Kaggle- rice       -87,TEMPERATURE,23.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00086-P,Kaggle- rice       -86,PH,6.37,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00087-M,Kaggle- rice       -87,MOISTURE,0.272,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00082-M,Kaggle- rice       -82,MOISTURE,0.119,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00085-T,Kaggle- rice       -85,TEMPERATURE,25.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00088-M,Kaggle- rice       -88,MOISTURE,0.179,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00087-P,Kaggle- rice       -87,PH,5.11,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00089-T,Kaggle- rice       -89,TEMPERATURE,23.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00089-M,Kaggle- rice       -89,MOISTURE,0.259,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00088-P,Kaggle- rice       -88,PH,5.94,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00089-P,Kaggle- rice       -89,PH,5.18,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00090-M,Kaggle- rice       -90,MOISTURE,0.125,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00090-T,Kaggle- rice       -90,TEMPERATURE,20.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00090-P,Kaggle- rice       -90,PH,6.46,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00091-M,Kaggle- rice       -91,MOISTURE,0.283,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00091-T,Kaggle- rice       -91,TEMPERATURE,26.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00091-P,Kaggle- rice       -91,PH,7.07,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00092-M,Kaggle- rice       -92,MOISTURE,0.139,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00092-T,Kaggle- rice       -92,TEMPERATURE,23.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00092-P,Kaggle- rice       -92,PH,7.47,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00093-M,Kaggle- rice       -93,MOISTURE,0.107,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00093-T,Kaggle- rice       -93,TEMPERATURE,26.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00093-P,Kaggle- rice       -93,PH,6.16,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00094-M,Kaggle- rice       -94,MOISTURE,0.171,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00094-P,Kaggle- rice       -94,PH,7.55,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00094-T,Kaggle- rice       -94,TEMPERATURE,26.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00095-M,Kaggle- rice       -95,MOISTURE,0.162,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00095-P,Kaggle- rice       -95,PH,6.03,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00095-T,Kaggle- rice       -95,TEMPERATURE,22.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00096-T,Kaggle- rice       -96,TEMPERATURE,22.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00096-M,Kaggle- rice       -96,MOISTURE,0.238,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00096-P,Kaggle- rice       -96,PH,6.6,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00097-M,Kaggle- rice       -97,MOISTURE,0.277,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00097-T,Kaggle- rice       -97,TEMPERATURE,21.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00098-M,Kaggle- rice       -98,MOISTURE,0.115,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00097-P,Kaggle- rice       -97,PH,6.5,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00098-P,Kaggle- rice       -98,PH,5.94,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00098-T,Kaggle- rice       -98,TEMPERATURE,21.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00100-M,Kaggle- rice       -100,MOISTURE,0.29,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00099-T,Kaggle- rice       -99,TEMPERATURE,26.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00099-M,Kaggle- rice       -99,MOISTURE,0.148,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00099-P,Kaggle- rice       -99,PH,7.07,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00101-M,Kaggle- maize      -101,MOISTURE,0.282,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00100-T,Kaggle- rice       -100,TEMPERATURE,23.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00100-P,Kaggle- rice       -100,PH,5.33,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00101-P,Kaggle- maize      -101,PH,5.75,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00101-T,Kaggle- maize      -101,TEMPERATURE,22.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00102-T,Kaggle- maize      -102,TEMPERATURE,26.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00102-M,Kaggle- maize      -102,MOISTURE,0.201,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00103-M,Kaggle- maize      -103,MOISTURE,0.154,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00102-P,Kaggle- maize      -102,PH,6.93,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00103-T,Kaggle- maize      -103,TEMPERATURE,23.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00103-P,Kaggle- maize      -103,PH,6.66,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00104-M,Kaggle- maize      -104,MOISTURE,0.27,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00104-T,Kaggle- maize      -104,TEMPERATURE,20.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00104-P,Kaggle- maize      -104,PH,6.6,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00105-P,Kaggle- maize      -105,PH,5.97,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00105-T,Kaggle- maize      -105,TEMPERATURE,18.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00105-M,Kaggle- maize      -105,MOISTURE,0.266,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00106-T,Kaggle- maize      -106,TEMPERATURE,21.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00106-M,Kaggle- maize      -106,MOISTURE,0.169,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00107-T,Kaggle- maize      -107,TEMPERATURE,25.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00107-M,Kaggle- maize      -107,MOISTURE,0.232,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00106-P,Kaggle- maize      -106,PH,6.16,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00107-P,Kaggle- maize      -107,PH,6.05,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00109-M,Kaggle- maize      -109,MOISTURE,0.254,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00108-T,Kaggle- maize      -108,TEMPERATURE,25.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00108-M,Kaggle- maize      -108,MOISTURE,0.24,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00108-P,Kaggle- maize      -108,PH,5.91,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00109-P,Kaggle- maize      -109,PH,5.86,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00109-T,Kaggle- maize      -109,TEMPERATURE,20.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00110-T,Kaggle- maize      -110,TEMPERATURE,24.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00110-M,Kaggle- maize      -110,MOISTURE,0.188,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00110-P,Kaggle- maize      -110,PH,5.75,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00111-M,Kaggle- maize      -111,MOISTURE,0.184,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00111-P,Kaggle- maize      -111,PH,5.85,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00111-T,Kaggle- maize      -111,TEMPERATURE,23.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00112-M,Kaggle- maize      -112,MOISTURE,0.155,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00112-T,Kaggle- maize      -112,TEMPERATURE,24.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00112-P,Kaggle- maize      -112,PH,6.47,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00114-M,Kaggle- maize      -114,MOISTURE,0.165,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00113-P,Kaggle- maize      -113,PH,6.97,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00113-T,Kaggle- maize      -113,TEMPERATURE,22.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00113-M,Kaggle- maize      -113,MOISTURE,0.288,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00115-T,Kaggle- maize      -115,TEMPERATURE,25.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00115-M,Kaggle- maize      -115,MOISTURE,0.202,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00114-P,Kaggle- maize      -114,PH,6.08,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00114-T,Kaggle- maize      -114,TEMPERATURE,18.9,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00117-T,Kaggle- maize      -117,TEMPERATURE,24.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00117-M,Kaggle- maize      -117,MOISTURE,0.2,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00116-P,Kaggle- maize      -116,PH,6.2,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00116-T,Kaggle- maize      -116,TEMPERATURE,18.3,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00116-M,Kaggle- maize      -116,MOISTURE,0.296,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00115-P,Kaggle- maize      -115,PH,5.92,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00118-P,Kaggle- maize      -118,PH,6.02,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00119-T,Kaggle- maize      -119,TEMPERATURE,23.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00119-M,Kaggle- maize      -119,MOISTURE,0.178,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00118-T,Kaggle- maize      -118,TEMPERATURE,25.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00118-M,Kaggle- maize      -118,MOISTURE,0.296,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00117-P,Kaggle- maize      -117,PH,6.6,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00120-M,Kaggle- maize      -120,MOISTURE,0.284,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00120-P,Kaggle- maize      -120,PH,6.29,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00119-P,Kaggle- maize      -119,PH,6.03,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00120-T,Kaggle- maize      -120,TEMPERATURE,18.1,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00122-T,Kaggle- maize      -122,TEMPERATURE,18.1,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00122-P,Kaggle- maize      -122,PH,5.57,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00121-P,Kaggle- maize      -121,PH,6.55,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00122-M,Kaggle- maize      -122,MOISTURE,0.165,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00121-M,Kaggle- maize      -121,MOISTURE,0.251,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00121-T,Kaggle- maize      -121,TEMPERATURE,24.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00124-T,Kaggle- maize      -124,TEMPERATURE,18.8,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00123-P,Kaggle- maize      -123,PH,6.83,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00124-M,Kaggle- maize      -124,MOISTURE,0.207,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00123-T,Kaggle- maize      -123,TEMPERATURE,18.3,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00123-M,Kaggle- maize      -123,MOISTURE,0.106,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00124-P,Kaggle- maize      -124,PH,5.72,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00125-M,Kaggle- maize      -125,MOISTURE,0.212,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00126-M,Kaggle- maize      -126,MOISTURE,0.266,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00125-P,Kaggle- maize      -125,PH,5.55,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00125-T,Kaggle- maize      -125,TEMPERATURE,25.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00126-T,Kaggle- maize      -126,TEMPERATURE,25.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00127-M,Kaggle- maize      -127,MOISTURE,0.198,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00126-P,Kaggle- maize      -126,PH,6.59,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00128-T,Kaggle- maize      -128,TEMPERATURE,21.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00128-M,Kaggle- maize      -128,MOISTURE,0.134,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00127-P,Kaggle- maize      -127,PH,5.89,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00127-T,Kaggle- maize      -127,TEMPERATURE,23.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00129-T,Kaggle- maize      -129,TEMPERATURE,23.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00129-M,Kaggle- maize      -129,MOISTURE,0.118,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00128-P,Kaggle- maize      -128,PH,5.92,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00130-T,Kaggle- maize      -130,TEMPERATURE,25.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00130-M,Kaggle- maize      -130,MOISTURE,0.207,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00129-P,Kaggle- maize      -129,PH,5.59,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00131-T,Kaggle- maize      -131,TEMPERATURE,21.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00131-M,Kaggle- maize      -131,MOISTURE,0.12,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00130-P,Kaggle- maize      -130,PH,6.58,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00132-P,Kaggle- maize      -132,PH,6.64,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00132-T,Kaggle- maize      -132,TEMPERATURE,18.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00132-M,Kaggle- maize      -132,MOISTURE,0.108,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00131-P,Kaggle- maize      -131,PH,6.18,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00134-M,Kaggle- maize      -134,MOISTURE,0.26,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00133-P,Kaggle- maize      -133,PH,6.49,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00133-T,Kaggle- maize      -133,TEMPERATURE,22.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00133-M,Kaggle- maize      -133,MOISTURE,0.103,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00135-M,Kaggle- maize      -135,MOISTURE,0.161,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00134-P,Kaggle- maize      -134,PH,5.68,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00134-T,Kaggle- maize      -134,TEMPERATURE,23.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00136-T,Kaggle- maize      -136,TEMPERATURE,25.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00136-M,Kaggle- maize      -136,MOISTURE,0.162,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00135-T,Kaggle- maize      -135,TEMPERATURE,24.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00135-P,Kaggle- maize      -135,PH,6.63,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00137-T,Kaggle- maize      -137,TEMPERATURE,19.4,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00137-M,Kaggle- maize      -137,MOISTURE,0.155,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00136-P,Kaggle- maize      -136,PH,6.52,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00138-T,Kaggle- maize      -138,TEMPERATURE,21.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00137-P,Kaggle- maize      -137,PH,5.7,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00138-M,Kaggle- maize      -138,MOISTURE,0.254,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00139-M,Kaggle- maize      -139,MOISTURE,0.227,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00138-P,Kaggle- maize      -138,PH,6.8,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00139-T,Kaggle- maize      -139,TEMPERATURE,23.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00140-M,Kaggle- maize      -140,MOISTURE,0.288,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00140-T,Kaggle- maize      -140,TEMPERATURE,19.0,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00139-P,Kaggle- maize      -139,PH,6.25,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00140-P,Kaggle- maize      -140,PH,6.09,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00141-M,Kaggle- maize      -141,MOISTURE,0.147,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
